Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Zhao, SH; Wang, L; Qian, XM; Chen, JP",,,,"Zhao, Shenghuan; Wang, Luo; Qian, Xueming; Chen, Jianping",,,Enhancing performance-based generative architectural design with sketch-based image retrieval: a pilot study on designing building facade fenestrations,VISUAL COMPUTER,,,,Article,,,,,,Computer-aided design; Geometric computation; Design method; Artificial intelligence; Sketch-based image retrieval (SBIR),MULTIOBJECTIVE OPTIMIZATION,"By coupling parametric modelling, building performance (like energy efficiency) simulation, and algorithmic optimization, performance-based generative architectural design (PGAD) can automatically generate lots of high-performance architectural design solutions. Although it is 'performance-based', the final selection of a real design project still needs to consider the aesthetics of design choices. However, due to the overwhelming number of design choices generated by PGAD, it is difficult for designers to choose the most favourable one from them. Therefore, the current study tries to integrate the technology of sketch-based image retrieval (SBIR) into the selecting stage of PGAD. Rather than navigating alternatives one from another and getting lost, designers can directly find the most aesthetically preferred one by inputting his/her hand-drawn design. A design project of fenestrating a multiple-floor office building is used to demonstrate this method and test three SBIR algorithms: Angular radial partitioning (ARP), Angular radial orientation partitioning (AROP), and Sketch-A-Net model (SAN). Test results show that AROP performs the best among these three algorithms. Its retrievals are most similar to inquiry images drawn by architects. Meanwhile, performances of AROP with different template combinations are also rated. After that, AROP with the best template is also tested with incompletely drawn inquiry images. In the end, investigation results are validated by another building facade design case. The current study automates the PGAD process stepwise, making it more applicable to real design projects.","[Zhao, Shenghuan; Chen, Jianping] Suzhou Univ Sci & Technol, Sch Architecture & Urban Planning, Suzhou, Peoples R China; [Zhao, Shenghuan; Chen, Jianping] Suzhou Univ Sci & Technol, Jiangsu Key Lab Intelligent Bldg Energy Efficienc, Suzhou, Peoples R China; [Wang, Luo; Qian, Xueming] Xi An Jiao Tong Univ, Sch Informat & Commun Engn, Xian, Peoples R China; [Chen, Jianping] Suzhou Univ Sci & Technol, Sch Elect & Informat Engn, Suzhou, Peoples R China",Suzhou University of Science & Technology; Suzhou University of Science & Technology; Xi'an Jiaotong University; Suzhou University of Science & Technology,"Chen, JP (corresponding author), Suzhou Univ Sci & Technol, Sch Architecture & Urban Planning, Suzhou, Peoples R China.;Chen, JP (corresponding author), Suzhou Univ Sci & Technol, Jiangsu Key Lab Intelligent Bldg Energy Efficienc, Suzhou, Peoples R China.;Chen, JP (corresponding author), Suzhou Univ Sci & Technol, Sch Elect & Informat Engn, Suzhou, Peoples R China.",alanjpchen@yahoo.com,,,,,,,,0,0,,,,,,,,,,,AUG,2022,38,8,,,,,2981,2997,,10.1007/s00371-021-02170-x,http://dx.doi.org/10.1007/s00371-021-02170-x,,JUN 2021,,"Computer Science, Software Engineering",,,,,,,,2024-01-16,WOS:000660360700003,View Full Record in Web of Science
J,"Wang, LJ; Zhao, QH",,,,"Wang, Lijuan; Zhao, Qihua",,,Deformation Analysis and Research of Building Envelope by Deep Learning Technology under the Reinforcement of the Diaphragm Wall,COMPUTATIONAL INTELLIGENCE AND NEUROSCIENCE,,,,Article,,,,,,,STATIONS,"The safety analysis of underground buildings is the most crucial problem in the construction industry. This work aims to optimize the safety analysis results of the underground building envelope and comprehensively improve the safety of the underground building. Long short-term memory (LSTM) can make long-term and short-term predictions, thus reducing the model's prediction error. Applying it to the deformation analysis, data prediction of the underground building envelope can improve the accuracy of the deformation prediction of the envelope. This work deeply discusses deep learning technology and the principle of the LSTM model. Based on the safety analysis concept of the underground building envelope, LSTM underground building envelope deformation's prediction model is established and comprehensively evaluated. The results show that in the prediction of horizontal displacement of foundation pit pile of diaphragm wall, the mean relative error (MRE) of the prediction results of the designed model range in 10%-18%, and the calculation time ranges 15-36 s. In the settlement displacement prediction, the model's MRE is within the range of 5%-7%, and the calculation time is within the range of 17-40 s. With the increase of training times, the prediction accuracy of the model increases, and the calculation time becomes relatively stable. Compared with other models, the relative error of prediction results is about 5.4% at the highest and 1.8% at the lowest. This work provides technical support for improving the safety prediction accuracy of the underground building envelope and provides some reference value for the comprehensive development of the underground building industry.","[Wang, Lijuan; Zhao, Qihua] Chengdu Univ Technol, State Key Lab GeoHazard Prevent & Geoenvironm Prot, Chengdu 610059, Peoples R China",Chengdu University of Technology,"Zhao, QH (corresponding author), Chengdu Univ Technol, State Key Lab GeoHazard Prevent & Geoenvironm Prot, Chengdu 610059, Peoples R China.",wanglj1019@163.com; qhzhao310@163.com,,,,,,,,0,0,,,,,,,,,,,SEP 14,2022,2022,,,,,,,,9489445,10.1155/2022/9489445,http://dx.doi.org/10.1155/2022/9489445,,,,Mathematical & Computational Biology; Neurosciences,,,,,,,,2024-01-16,WOS:000864450000003,View Full Record in Web of Science
J,"Chaiyasarn, K; Buatik, A",,,,"Chaiyasarn, Krisada; Buatik, Apichat",,,TILE DAMAGE DETECTION IN TEMPLE FACADE VIA CONVOLUTIONAL NEURAL NETWORKS,JOURNAL OF ENGINEERING SCIENCE AND TECHNOLOGY,,,,Article,,,,,,Computer vision; Convolutional neural network; Historical temple; Tile's damage detection; Unmanned aerial vehicle,CLASSIFICATION; SCALE,"Many tiles on facade of historic temples are damaged and deteriorated due to aging and environmental factors. Regular inspection is required for proper maintenance and automatic inspection offers a significant advantage over manual inspection as it is efficient and accurate. Many previous studies are focus on detecting damages in factory tiles for the quality control purposes, although there has not been much study on tile damages for historical temples. This paper proposed an image-based system to detect damages in tiles using Convolutional Neural Networks (CNN) on a temple facade. The dataset was created by an Unmanned Aerial Vehicle (UAV) and a digital camera from a historical temple in Bangkok, Thailand. In the proposed work, CNN was trained on various image patches sizes. The detection accuracy of the system was found to be 95% in the validation data and 91% on the testing data. The results of the proposed system were compared with a system using hand-crafted features, including 2D wavelet transforms with the Artificial Neural Network (ANN). The proposed system shows that the CNN approach is more accurate than the traditional handcrafted method.","[Chaiyasarn, Krisada; Buatik, Apichat] Thammasat Univ, Thammasat Sch Engn, Dept Civil Engn, 99 Moo 18 Khlong Nueng, Khlong Luang 12121, Pathum Thani, Thailand",Thammasat University,"Chaiyasarn, K (corresponding author), Thammasat Univ, Thammasat Sch Engn, Dept Civil Engn, 99 Moo 18 Khlong Nueng, Khlong Luang 12121, Pathum Thani, Thailand.",ckrisada@engr.tu.ac.th,,,,,,,,1,1,,,,,,,,,,,AUG,2021,16,4,,,,,3057,3071,,,,,,,"Engineering, Multidisciplinary",,,,,,,,2024-01-16,WOS:000697583000021,View Full Record in Web of Science
J,"Katsigiannis, S; Seyedzadeh, S; Agapiou, A; Ramzan, N",,,,"Katsigiannis, Stamos; Seyedzadeh, Saleh; Agapiou, Andrew; Ramzan, Naeem",,,Deep learning for crack detection on masonry facades using limited data and transfer learning,JOURNAL OF BUILDING ENGINEERING,,,,Article,,,,,,Crack detection; Brickwork masonry; Deep learning; Convolutional neural networks; Transfer learning; Brickwork dataset,CONVOLUTIONAL NEURAL-NETWORKS; INSPECTION; CLASSIFICATION,"Crack detection in masonry facades is a crucial task for ensuring the safety and longevity of buildings. However, traditional methods are often time-consuming, expensive, and labourintensive. In recent years, deep learning techniques have been applied to detect cracks in masonry images, but these models often require large amounts of annotated data to achieve high accuracy, which can be difficult to obtain. In this article, we propose a deep learning approach for crack detection on brickwork masonry facades using transfer learning with limited annotated data. Our approach uses a pre-trained deep convolutional neural network model as a feature extractor, which is then optimised specifically for crack detection. To evaluate the effectiveness of our proposed method, we created and curated a dataset of 700 brickwork masonry facade images, and used 500 images for training, 100 for validation, and the remaining 100 images for testing. Results showed that our approach is very effective in detecting cracks, achieving an accuracy and F1-score of up to 100% when following end-to-end training of the neural network, thus being a promising solution for building inspection and maintenance, particularly in situations where annotated data is limited. Moreover, the transfer learning approach can be easily adapted to different types of masonry facades, making it a versatile tool for building inspection and maintenance.","[Katsigiannis, Stamos] Univ Durham, Durham, England; [Seyedzadeh, Saleh] Univ Edinburgh, Edinburgh, Scotland; [Agapiou, Andrew] Univ Strathclyde, Glasgow, Scotland; [Ramzan, Naeem] Univ West Scotland, Paisley, Scotland",Durham University; University of Edinburgh; University of Strathclyde; University of West Scotland,"Katsigiannis, S (corresponding author), Univ Durham, Durham, England.",stamos.katsigiannis@durham.ac.uk,,,,,,,,6,6,,,,,,,,,,,OCT 1,2023,76,,,,,,,,107105,10.1016/j.jobe.2023.107105,http://dx.doi.org/10.1016/j.jobe.2023.107105,,JUL 2023,,"Construction & Building Technology; Engineering, Civil",,,,,,,,2024-01-16,WOS:001057475800001,View Full Record in Web of Science
J,"Argiento, R; Bissiri, PG; Pievatolo, A; Scrosati, C",,,,"Argiento, Raffaele; Bissiri, Pier Giovanni; Pievatolo, Antonio; Scrosati, Chiara",,,Multilevel Functional Principal Component Analysis of Facade Sound Insulation Data,QUALITY AND RELIABILITY ENGINEERING INTERNATIONAL,,,,Article; Proceedings Paper,14th Annual Conference of the European-Network-for-Business-and-Industrial-Statistics (ENBIS),"SEP 21-25, 2014","Johannes Kepler Univ, Linz, AUSTRALIA",,Johannes Kepler Univ,facade sound insulation; repeatability and reproducibility; multilevel functional data analysis; functional depth; Bayesian functional regression,ROUND-ROBIN; UNCERTAINTY; BUILDINGS; MODELS; DEPTH,"This work analyzes data from an experimental study on facade sound insulation, consisting of independent repeated measurements executed by different laboratories on the same residential building. Mathematically, data can be seen as functions describing an acoustic parameter varying with frequency. The aim of this study is twofold. On one hand, considering the laboratory as the grouping variable, it is important to assess the within-group and between-group variability in the measurements. On the other hand, in building acoustics, it is known that sound insulation is more variable at low frequencies (from 50 to 100Hz), compared with higher frequencies (up to 5000Hz), and therefore, a multilevel functional model is employed to decompose the functional variance both at the measurement level and at the group level. This decomposition also allows for the ranking of the laboratories on the basis of measurement variability and performance at low frequencies (relative high variability) and over the whole spectrum. The former ranking is obtained via the principal component scores and the latter via an original Bayesian extension of the functional depth. Copyright (c) 2015 John Wiley & Sons, Ltd.","[Argiento, Raffaele; Bissiri, Pier Giovanni; Pievatolo, Antonio] CNR, IMATI, I-20133 Milan, Italy; [Scrosati, Chiara] CNR, ITC, I-20133 Milan, Italy",Consiglio Nazionale delle Ricerche (CNR); Istituto di Matematica Applicata e Tecnologie Informatiche Enrico Magenes (IMATI-CNR); Consiglio Nazionale delle Ricerche (CNR); Istituto per le Tecnologie della Costruzione (ITC-CNR),"Bissiri, PG (corresponding author), Univ Milano Bicocca, Ed U7,Via Bicocca degli Arcimboldi 8, I-20133 Milan, Italy.",pier.bissiri@unimib.it,,,,,,,,4,4,,,,,,,,,,,NOV,2015,31,7,,,SI,,1239,1253,,10.1002/qre.1843,http://dx.doi.org/10.1002/qre.1843,,,,"Engineering, Multidisciplinary; Engineering, Industrial; Operations Research & Management Science",,,,,,,,2024-01-16,WOS:000363876000013,View Full Record in Web of Science
J,"Kong, GF; Fan, HC",,,,"Kong, Gefei; Fan, Hongchao",,,Enhanced Facade Parsing for Street-Level Images Using Convolutional Neural Networks,IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,,,,Article,,,,,,Grammar; Pipelines; Buildings; Image segmentation; Semantics; Shape; Object detection; Data set; deep learning; facade parsing; object detection; semantic segmentation,SEGMENTATION,"Facade parsing is an essential process before the 3-D modeling of digital or virtual 3-D city models. The existing grammar-based approaches for facade parsing rely on strong prior knowledge but can obtain facade parts with better structure. Pixelwise-segmentation-based approaches achieve facade parsing with much less knowledge but the resulting structure of facade parts is normally incomplete. Both these approaches are restricted by their high reliance on the data set. Therefore, they cannot be applied for facade parsing with complex scenes. To address this issue, we built a large street-level data set by taking Mapillary images as the training data for more general scenes. At the same time, we propose a new pipeline based on convolutional neural network (CNN) that combines pixelwise segmentation and global object detection to achieve better results for facade parsing. Our pipeline can be applied to facade images after rectification and street-level facade images with complex scenes. The result of the ablation study demonstrates that the design of our pipeline is effective. We test our pipeline on the classic ECP2011 data set and our new large street-level data set. Our pipeline achieves state-of-the-art results for both the data sets: an accuracy of 98.2% and the mean average precision (mAP) of 98.8% on the ECP2011 data set as well as the mAP of 81.1% for facade parts parsing on our street-level data set.","[Kong, Gefei] Wuhan Univ, Sch Remote Sensing & Informat Engn, Wuhan 430079, Peoples R China; [Fan, Hongchao] Norwegian Univ Sci & Technol, Dept Civil & Environm Engn, N-7491 Trondheim, Norway",Wuhan University; Norwegian University of Science & Technology (NTNU),"Fan, HC (corresponding author), Norwegian Univ Sci & Technol, Dept Civil & Environm Engn, N-7491 Trondheim, Norway.",gefeikong@whu.edu.cn; hongchao.fan@ntnu.no,,,,,,,,10,10,,,,,,,,,,,DEC,2021,59,12,,,,,10519,10531,,10.1109/TGRS.2020.3035878,http://dx.doi.org/10.1109/TGRS.2020.3035878,,,,"Geochemistry & Geophysics; Engineering, Electrical & Electronic; Remote Sensing; Imaging Science & Photographic Technology",,,,,,,,2024-01-16,WOS:000722170500054,View Full Record in Web of Science
J,"Rozsas, A; Slobbe, A; Huizinga, W; Kruithof, M; Pillai, KA; Kleijn, K; Giardina, G",,,,"Rozsas, Arpad; Slobbe, Arthur; Huizinga, Wyke; Kruithof, Maarten; Pillai, Krishna Ajithkumar; Kleijn, Kelvin; Giardina, Giorgia",,,Siamese Convolutional Neural Networks to Quantify Crack Pattern Similarity in Masonry Facades,INTERNATIONAL JOURNAL OF ARCHITECTURAL HERITAGE,,,,Article,,,,,,Crack patterns; deep neural network; machine learning; masonry structure; regression; similarity measure,DAMAGE; RELIABILITY; CONCRETE,"This paper proposes an automated approach to predict crack pattern similarities that correlate well with assessment by structural engineers. We use Siamese convolutional neural networks (SCNN) that take two crack pattern images as inputs and output scalar similarity measures. We focus on 2D masonry facades with and without openings. The image pairs are generated using a statistics-based approach and labelled by 28 structural engineering experts. When the data is randomly split into fit and test data, the SCNNs can achieve good performance on the test data (R-2 approximate to 0.9). When the SCNNs are tested on unseen archetypes, their test R-2 values are on average 1% lower than the case where all archetypes are seen during the training. These very good results indicate that SCNNs can generalise to unseen cases without compromising their performance. Although the analyses are restricted to the considered synthetic images, the results are promising and the approach is general.","[Rozsas, Arpad; Slobbe, Arthur; Pillai, Krishna Ajithkumar] TNO Bldg Infrastruct & Maritime, Dept Struct Reliabil, Delft, Netherlands; [Huizinga, Wyke; Kruithof, Maarten; Kleijn, Kelvin] TNO Def Safety & Secur, Dept Intelligent Imaging, The Hague, Netherlands; [Pillai, Krishna Ajithkumar; Giardina, Giorgia] Delft Univ Technol, Dept Geosci & Engn, Stevinweg 1, NL-2628 CN Delft, Netherlands",Netherlands Organization Applied Science Research; Delft University of Technology,"Giardina, G (corresponding author), Delft Univ Technol, Dept Geosci & Engn, Stevinweg 1, NL-2628 CN Delft, Netherlands.",g.giardina@tudelft.nl,,,,,,,,1,1,,,,,,,,,,,JAN 2,2023,17,1,,,SI,,147,169,,10.1080/15583058.2022.2134062,http://dx.doi.org/10.1080/15583058.2022.2134062,,OCT 2022,,"Architecture; Construction & Building Technology; Engineering, Civil",,,,,,,,2024-01-16,WOS:000876588100001,View Full Record in Web of Science
J,"Samhouri, M; Al-Arabiat, L; Al-Atrash, F",,,,"Samhouri, Murad; Al-Arabiat, Lujain; Al-Atrash, Farah",,,Prediction and measurement of damage to architectural heritages facades using convolutional neural networks,NEURAL COMPUTING & APPLICATIONS,,,,Article,,,,,,Architectural heritage; Architectural conservation; Deep learning; CNNs; Structure monitoring,SERVICE LIFE,"This paper set out an automatic multicategory damage detection technique using convolutional neural networks (CNN) models based on image classification and features' extraction, to detect damages of historic structures such as: erosion, material loss, color change of the stone, and sabotage issues. The city of Al-Salt in Jordan was selected for the case study in this research. The best model showed an average damage detection accuracy of 95%. It was demonstrated that the proposed CNN model was significantly powerful, effective and reliable for damage detection of historic masonry buildings using features' extraction based on imaging, and it contributed to the management and safety of historic heritage and preservation.","[Samhouri, Murad; Al-Arabiat, Lujain] German Jordanian Univ GJU, Ind Engn Dept, Madaba, Jordan; [Al-Atrash, Farah] German Jordanian Univ GJU, Architecture & Interior Architecture Dept, Madaba, Jordan",,"Samhouri, M (corresponding author), German Jordanian Univ GJU, Ind Engn Dept, Madaba, Jordan.",murad.samhouri@gju.edu.jo; L.AlArabiat@gju.edu.jo; Farah.Alatrash@gju.edu.jo,,,,,,,,7,8,,,,,,,,,,,OCT,2022,34,20,,,,,18125,18141,,10.1007/s00521-022-07461-5,http://dx.doi.org/10.1007/s00521-022-07461-5,,JUN 2022,,"Computer Science, Artificial Intelligence",,,,,,,,2024-01-16,WOS:000810756900001,View Full Record in Web of Science
J,"Chen, SY",,,,"Chen, Shang-Yuan",,,Enhancing Validity of Green Building Information Modeling with Artificial-neural-network-supervised Learning-Taking Construction of Adaptive Building Envelope Based on Daylight Simulation as an Example,SENSORS AND MATERIALS,,,,Article,,,,,,Green BIM; neural-network-supervised learning; CNS illuminance standard,,"Green building information modeling (Green BIM) is focused on a project using BIM as a basic tool from the beginning of the design stage and employs building performance analysis (BPA) in the design-analysis decision-making cycle to obtain an optimized design proposal. However, there are inevitable discrepancies between the simulated performance data and the data obtained from the actual environment. Neural network learning can be used in conjunction with training to obtain a predictive ability, and the resulting predictive values are more representative of actual performance than simulation values. In this study, it is proposed that a predictive value be used instead of a simulation value in judging whether design goals have been met. To construct an adaptive building envelope based on daylight simulation, this project plans to carry out the following six steps in a two-stage process: Stage 1: Data collection and learning: (1) BIM modeling, (2) BPA performance simulation, (3) production of an actual structure and illuminance measurement, and (4) collection of sample data to perform training in supervised neural network learning. Stage 2: After obtaining a predictive ability: (5) setting targets to find an optimized adaptation plan and (6) implementation of script-oriented automatic control.","[Chen, Shang-Yuan] Feng Chia Univ, Sch Architecture, 100 Wenhwa Rd, Taichung 40724, Taiwan",Feng Chia University,"Chen, SY (corresponding author), Feng Chia Univ, Sch Architecture, 100 Wenhwa Rd, Taichung 40724, Taiwan.",shangyuanc@gmail.com,,,,,,,,2,2,,,,,,,,,,,,2019,31,6,,,SI,,1831,1845,,10.18494/SAM.2019.2147,http://dx.doi.org/10.18494/SAM.2019.2147,,,,"Instruments & Instrumentation; Materials Science, Multidisciplinary",,,,,,,,2024-01-16,WOS:000470871500004,View Full Record in Web of Science
J,"Edis, E; Flores-Colen, I; de Brito, J",,,,"Edis, Ecem; Flores-Colen, Ines; de Brito, Jorge",,,Quasi-quantitative infrared thermographic detection of moisture variation in facades with adhered ceramic cladding using principal component analysis,BUILDING AND ENVIRONMENT,,,,Article,,,,,,Infrared thermography; Time-dependent analysis; Solar heat gain; Principal component analysis (PCA); Adhered ceramic cladding; Moisture detection,ENERGY-EFFICIENCY; HISTORIC BUILDINGS,"High moisture content is a common problem of adhered glazed ceramic cladding. It leads to further problems such as biological growth, delamination and efflorescence. Increased moisture also affects users' indoor comfort and more energy is needed for heating due to higher thermal conductivity. Therefore, it is useful to detect it before visible signs occur and this is possible with infrared thermography. A quasi-quantitative approach based on time-dependent infrared thermographic inspection and thermogram analysis by quantitative methods was tested in an adhered ceramic facade where rising damp had already been identified. Simple image subtraction (SIS), nonnegative matrix factorization (NMF) and principal component analysis (PCA) were the quantitative methods tested for the analysis of thermograms. Hammer-tapping control and surface moisture measurements were the auxiliary techniques used to assess the results. Comparative assessments showed that the quasi-quantitative approach using PCA has great potential to detect changes in moisture and also to eliminate false indications caused by unavoidable reflection and shading. The results obtained by SIS and NMF on the other hand, had limited performance in showing areas with high moisture content. (C) 2015 Elsevier Ltd. All rights reserved.","[Edis, Ecem] Istanbul Tech Univ, Fac Architecture, Taskisla Caddesi, TR-34437 Istanbul, Turkey; [Flores-Colen, Ines; de Brito, Jorge] Univ Lisbon, Inst Super Tecn, ICIST, DECivil, P-1049001 Lisbon, Portugal",Istanbul Technical University; Universidade de Lisboa; Instituto Superior Tecnico,"Edis, E (corresponding author), Istanbul Tech Univ, Fac Architecture, Taskisla Caddesi, TR-34437 Istanbul, Turkey.",ecem@itu.edu.tr; ines.flores.colen@tecnico.ulisboa.pt; jb@civil.ist.utl.pt,,,,,,,,47,48,,,,,,,,,,,DEC,2015,94,,1,,,,97,108,,10.1016/j.buildenv.2015.07.027,http://dx.doi.org/10.1016/j.buildenv.2015.07.027,,,,"Construction & Building Technology; Engineering, Environmental; Engineering, Civil",,,,,,,,2024-01-16,WOS:000367759300009,View Full Record in Web of Science
J,"Bortoloti, FD; Tavares, J; Rauber, TW; Ciarelli, PM; Botelho, RCG",,,,"Bortoloti, Frederico Damasceno; Tavares, Jonivane; Rauber, Thomas Walter; Ciarelli, Patrick Marques; Gama Botelho, Rayane Cardozo",,,"An annotated image database of building facades categorized into land uses for object detection using deep learning Case study for the city of Vila Velha-ES, Brazil",MACHINE VISION AND APPLICATIONS,,,,Article,,,,,,Object detection; Deep learning; Semi-supervised learning; Faster R-CNN,NEURAL-NETWORK; COVER; CLASSIFICATION; MACHINE; GIS,"This article presents a machine learning approach to automatic land use categorization based on a convolutional artificial neural network architecture. It is intended to support the detection and classification of building facades in order to associate each building with its respective land use. Replacing the time-consuming manual acquisition of images in the field and subsequent interpretation of the data with computer-aided techniques facilitates the creation of useful maps for urban planning. A specific future objective of this study is to monitor the commercial evolution in the city of Vila Velha, Brazil. The initial step is object detection based on a deep network architecture called Faster R-CNN. The model is trained on a collection of street-level photographs of buildings of desired land uses, from a database of annotated images of building facades. Images are extracted from Google Street View scenes. Furthermore, in order to save manual annotation time, a semi-supervised dual pipeline method is proposed that uses a pre-trained predictor model from the Places365 database to learn unannotated images. Several backbones were connected to the Faster R-CNN architecture for comparisons. The experimental results with the VGG backbone show an improvement over published works, with an average accuracy of 86.49%.","[Bortoloti, Frederico Damasceno; Tavares, Jonivane; Rauber, Thomas Walter; Ciarelli, Patrick Marques; Gama Botelho, Rayane Cardozo] Univ Fed Espirito Santo, Vitoria, ES, Brazil",Universidade Federal do Espirito Santo,"Bortoloti, FD (corresponding author), Univ Fed Espirito Santo, Vitoria, ES, Brazil.",frederico.bortoloti@ufes.br; jmgtavares@gmail.com; thomas@inf.ufes.br; patrick.ciarelli@ufes.br; rayane.botelho@edu.ufes.br,,,,,,,,2,2,,,,,,,,,,,SEP,2022,33,5,,,,,,,80,10.1007/s00138-022-01335-5,http://dx.doi.org/10.1007/s00138-022-01335-5,,,,"Computer Science, Artificial Intelligence; Computer Science, Cybernetics; Engineering, Electrical & Electronic",,,,,,,,2024-01-16,WOS:000846404600001,View Full Record in Web of Science
J,"Teboul, O; Kokkinos, I; Simon, L; Koutsourakis, P; Paragios, N",,,,"Teboul, Olivier; Kokkinos, Iasonas; Simon, Loic; Koutsourakis, Panagiotis; Paragios, Nikos",,,Parsing Facades with Shape Grammars and Reinforcement Learning,IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE,,,,Article,,,,,,Image arsing; shape grammar; reinforcement learning; semantic segmentation; data-driven exploration; Markov decision processes,SEGMENTATION,"In this paper, we use shape grammars (SGs) for facade parsing, which amounts to segmenting 2D building facades into balconies, walls, windows, and doors in an architecturally meaningful manner. The main thrust of our work is the introduction of reinforcement learning (RL) techniques to deal with the computational complexity of the problem. RL provides us with techniques such as Q-learning and state aggregation which we exploit to efficiently solve facade parsing. We initially phrase the 1D parsing problem in terms of a Markov Decision Process, paving the way for the application of RL-based tools. We then develop novel techniques for the 2D shape parsing problem that take into account the specificities of the facade parsing problem. Specifically, we use state aggregation to enforce the symmetry of facade floors and demonstrate how to use RL to exploit bottom-up, image-based guidance during optimization. We provide systematic results on the Paris building dataset and obtain state-of-the-art results in a fraction of the time required by previous methods. We validate our method under diverse imaging conditions and make our software and results available online.","[Teboul, Olivier] Ecole Cent Paris, MAS Lab, F-92290 Chatenay Malabry, France; [Teboul, Olivier] Google Inc, BR-30170010 Belo Horizonte, MG, Brazil; [Kokkinos, Iasonas] Ecole Cent Paris, INRIA Saclay, F-92295 Chatenay Malabry, France; [Simon, Loic] Ecole Natl Super Ingn Caen, CNRS, GREYC UMR 6072, F-14050 Caen, France; [Koutsourakis, Panagiotis] Univ Crete, Ecole Cent Paris, F-92295 Chatenay Malabry, France; [Paragios, Nikos] Ecole Cent Paris, Ecole Ponts, ParisTech, INRIA Saclay, F-92295 Chatenay Malabry, France",Universite Paris Saclay; Google Incorporated; Universite Paris Saclay; Centre National de la Recherche Scientifique (CNRS); Universite de Caen Normandie; Universite Paris Saclay; Universite Paris Saclay; Ecole des Ponts ParisTech,"Teboul, O (corresponding author), Ecole Cent Paris, MAS Lab, F-92290 Chatenay Malabry, France.",olivier.teboul@ecp.fr; iasonas.kokkinos@ecp.fr; loic.simon@ensicaen.fr; panagiotis.koutsourakis@ecp.fr; nikos.paragios@ecp.fr,,,,,,,,44,49,,,,,,,,,,,JUL,2013,35,7,,,,,1744,1756,,10.1109/TPAMI.2012.252,http://dx.doi.org/10.1109/TPAMI.2012.252,,,,"Computer Science, Artificial Intelligence; Engineering, Electrical & Electronic",,,,,,,,2024-01-16,WOS:000319060600016,View Full Record in Web of Science
J,"Agirbas, A; Alakavuk, E",,,,"Agirbas, Arda; Alakavuk, Ebru",,,FACADE OPTIMIZATION FOR AN EDUCATION BUILDING USING MULTI-OBJECTIVE EVOLUTIONARY ALGORITHMS,LIGHT & ENGINEERING,,,,Article,,,,,,facade design; multi-objective optimization; education building design; computational design,,"Architectural design of a facade, both at the aesthetic point of view and from the point of view of internal daylighting performance of the building, can be considered as a complex task. In this study, we implement a multi-objective evolutionary algorithm to formally exploration the process of reconstruction of the education building's facade. The purpose of this research is to create a facade configuration by considering the size and location of elements and their materials when creating a suitable internal daylight distribution. The total construction cost of the building's exterior and the daylight performance of the building's interior are considered as objectives. The problem formulation includes two conflicting objectives, which are to increase daylighting aspect on each floor and reduce the total construction cost of the facade. To detect the approximation of Pareto fronts, including non-dominated solutions, we used a fast and elitist multi-objective genetic algorithm (NSGA-II). Computational and architectural results show that NSGA-II is efficient enough to demonstrate eligible facade design alternatives.","[Agirbas, Arda; Alakavuk, Ebru] Yasar Univ, Dept Architecture, Izmir, Turkey",Yasar University,"Agirbas, A (corresponding author), Yasar Univ, Dept Architecture, Izmir, Turkey.",arda.agirbas@yasar.edu.tr; ebru.alakavuk@yasar.edu.tr,,,,,,,,2,2,,,,,,,,,,,,2020,28,6,,,,,41,50,,10.33383/2020-047,http://dx.doi.org/10.33383/2020-047,,,,"Engineering, Electrical & Electronic; Optics",,,,,,,,2024-01-16,WOS:000614564300006,View Full Record in Web of Science
