Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Liao, X; Zhu, R; Wong, MS; Heo, J; Chan, P; Kwok, CYT",,,,"Liao, Xuan; Zhu, Rui; Wong, Man Sing; Heo, Joon; Chan, P. W.; Kwok, Coco Yin Tung",,,Fast and accurate estimation of solar irradiation on building rooftops in Hong Kong: A machine learning-based parameterization approach,RENEWABLE ENERGY,,,,Article,,,,,,Rooftop solar irradiation; Machine learning; Parametric study; Geographic information system,URBAN MORPHOLOGY; RENEWABLE ENERGY; CLASSIFICATION; AVAILABILITY; INDICATORS; REGRESSION; RADIATION; TERRAIN; SYSTEM; IMPACT,"Harvesting solar energy on rooftops can be a promising solution for providing affordable energy. This requires accurately estimating spatio-temporal solar photovoltaic (PV) potential on urban surfaces. However, it is still a challenge to obtain a fast and accurate estimation of rooftop solar PV potential over large urban built-up areas. Thus, this study proposes a parametric-based method to estimate annual rooftop solar irradiation at a fine spatial resolution. Specifically, seven parameters (Digital Surface Model, Sky View Factor, shadow from buildings, shadow from terrain, building volume to facade ratio, slope, and aspect) are determined that having great importance in modeling rooftop solar irradiation. Three machine learning methods (Random Forest (RF), Gradient Boost Regression Tree (GBRT), and AdaBoost) trained by the selected parameters are cross-compared based on R2, Mean Absolute Error (MAE), and computation time. As a case study in Hong Kong, China, the RF outperformed GBRT and AdaBoost, with R2 = 0.77 and MAE = 22.83 kWh/m2/year. The time for training and prediction of rooftop solar irradiation is within 13 h, achieving a 99.32% reduction in time compared to the physical-based hemispherical viewshed algorithm. These results suggest that the proposed method can provide an accurate and fast estimation of rooftop solar irradiation for large datasets.","[Liao, Xuan; Wong, Man Sing; Kwok, Coco Yin Tung] Hong Kong Polytech Univ, Dept Land Surveying & Geoinformat, Hong Kong, Peoples R China; [Zhu, Rui] ASTAR, Inst High Performance Comp IHPC, 1 Fusionopolis Way, Singapore 138632, Singapore; [Wong, Man Sing] Hong Kong Polytech Univ, Res Inst Land & Space, Hong Kong, Peoples R China; [Heo, Joon] Yonsei Univ, Dept Civil & Environm Engn, Seoul, South Korea; [Chan, P. W.] Hong Kong Observ, Kowloon, Hong Kong, Peoples R China; [Wong, Man Sing] Hong Kong Polytech Univ, Hung Hom, Kowloon, Block Z,11 Yuk Choi Rd, Hong Kong, Peoples R China",Hong Kong Polytechnic University; Agency for Science Technology & Research (A*STAR); A*STAR - Institute of High Performance Computing (IHPC); Hong Kong Polytechnic University; Yonsei University; Hong Kong Polytechnic University,"Wong, MS (corresponding author), Hong Kong Polytech Univ, Hung Hom, Kowloon, Block Z,11 Yuk Choi Rd, Hong Kong, Peoples R China.",Ls.charles@polyu.edu.hk,,,,,,,,0,0,,,,,,,,,,,NOV,2023,216,,,,,,,,119034,10.1016/j.renene.2023.119034,http://dx.doi.org/10.1016/j.renene.2023.119034,,AUG 2023,,Green & Sustainable Science & Technology; Energy & Fuels,,,,,,,,2024-01-16,WOS:001058477200001,View Full Record in Web of Science
J,"Hosamo, HH; Tingstveit, MS; Nielsen, HK; Svennevig, PR; Svidt, K",,,,"Hosamo, Haidar Hosamo; Tingstveit, Merethe Solvang; Nielsen, Henrik Kofoed; Svennevig, Paul Ragnar; Svidt, Kjeld",,,Multiobjective optimization of building energy consumption and thermal comfort based on integrated BIM framework with machine learning-NSGA II,ENERGY AND BUILDINGS,,,,Article,,,,,,Building information modelling; Multi -objective optimization; Building energy consumption; Thermal comfort; linear regression; NSGA II,SUPPORT VECTOR MACHINE; GENETIC ALGORITHM; OFFICE BUILDINGS; COOLING LOAD; HYBRID MODEL; SHORT-TERM; DESIGN; PERFORMANCE; EFFICIENCY; FUTURE,"Detailed parametric analysis and measurements are required to reduce building energy usage while maintaining acceptable thermal conditions. This research suggested a system that combines Building Information Modeling (BIM), machine learning, and the non-dominated sorting genetic algorithm-II (NSGA II) to investigate the impact of building factors on energy usage and find the optimal design. A plugin is developed to receive sensor data and export all necessary information from BIM to MSSQL and Excel. The BIM model was imported to IDA Indoor Climate and Energy (IDA ICE) to execute an energy con-sumption simulation and then a pairwise test to produce the sample data set. To study the data set and develop a prediction model between building factors and energy usage, 11 machine learning algorithms are used. The best algorithm was Group Least Square Support Vector Machine (GLSSVM), later employed in NSGA II as the building energy consumption fitness function using Dynamo software. An NSGA II multi-objective optimization model is designed to reduce building energy consumption and optimize interior thermal comfort (measured by the predicted percentage of dissatisfied (PPD)). The Pareto front is calculated, and the optimum point approach is used to find the best combination of building envelope characteristics, HVAC setpoints, shading parameters, lighting, and air infiltration. The feasibility and effectiveness of the developed framework are demonstrated using a case study of an upper secondary school building in Norway; the results show that: (1) The GLSSVM has a unique capacity to forecast build-ing energy use with high accuracy: R2 of 0.99, an RMSE of 1.2, MSE of 1.44, and MAE of 0.89; (2) Building energy consumption and thermal comfort may be successfully improved by the GLSSVM-NSGA II hybrid technique, which reduces energy consumption by 37.5% and increases thermal comfort by 33.5%, respectively. (C) 2022 The Author(s). Published by Elsevier B.V.","[Hosamo, Haidar Hosamo; Nielsen, Henrik Kofoed; Svennevig, Paul Ragnar] Univ Agder, Jon Lilletuns Vei 9, N-4879 Grimstad, Norway; [Tingstveit, Merethe Solvang] Multiconsult, Bark Silas Vei 7, N-4876 Grimstad, Norway; [Svidt, Kjeld] Aalborg Univ, Thomas Manns Vej 23, DK-9220 Aalborg O, Denmark",University of Agder; Aalborg University,"Hosamo, HH (corresponding author), Univ Agder, Jon Lilletuns Vei 9, N-4879 Grimstad, Norway.",haidarh@uia.no,,,,,,,,22,22,,,,,,,,,,,DEC 15,2022,277,,,,,,,,112479,10.1016/j.enbuild.2022.112479,http://dx.doi.org/10.1016/j.enbuild.2022.112479,,OCT 2022,,"Construction & Building Technology; Energy & Fuels; Engineering, Civil",,,,,,,,2024-01-16,WOS:000896017200004,View Full Record in Web of Science
J,"Mousavi, S; Gheibi, M; Waclawek, S; Smith, NR; Hajiaghaei-Keshteli, M; Behzadian, K",,,,"Mousavi, SeyedehNiloufar; Gheibi, Mohammad; Waclawek, Stanislaw; Smith, Neale R.; Hajiaghaei-Keshteli, Mostafa; Behzadian, Kourosh",,,Low-energy residential building optimisation for energy and comfort enhancement in semi-arid climate conditions,ENERGY CONVERSION AND MANAGEMENT,,,,Article,,,,,,Building optimisation; Energy efficiency; Machine learning; Phase change materials; Semi -arid climate; Thermal comfort,THERMAL PERFORMANCE; COOL ROOF; DESIGN; CONSUMPTION; OPERATION; WINDOWS; SYSTEM,"The application of energy-efficient strategies in buildings, such as the Green Building Concept, can significantly impact human comfort and resource consumption. However, due to the complexity of decision-making factors and the variety of available materials, computational models are necessary to identify the most effective solutions and optimise building energy performance. This study presents an integrated framework that uses machine learning algorithms and a Petri Net control system to optimise the thermal, comfort, and energy efficiency of both vertical and horizontal building envelopes in semi-arid climate zones. The framework incorporates several passive techniques for building energy parameters, including material thickness and melting point, window types, wall insulation thickness and thermal emissivity, wall solar absorbance, window wall ratio, fenestration position, air tightness, roof solar reflectance, roof insulation thickness and conductivity (W/(m.degrees C)), and floor insulation thickness. An experiment design was developed using Box-Behnken Design-Response Surface Methodology (BBD-RSM) for statistical optimisation, which was coupled with Design Builder simulation model. The methodology was demonstrated by applying it to a residential building in Mexico. Meta Additive Regression was used to analyse the output factors, which showed higher confidence compared to REP Tree and M5P Tree algorithms in green buildings. The results demonstrate that an annual energy reduction of 50 kW/m(2) per household can be achieved by using an optimised building envelope.","[Mousavi, SeyedehNiloufar] Tecnol Monterrey, Escuela Ingn & Ciencias, Ave Eugenio Garza Sada 2501, Monterrey 64849, NL, Mexico; [Gheibi, Mohammad; Waclawek, Stanislaw] Tech Univ Liberec, Inst Nanomat Adv Technol & Innovat, Liberec 46117, Czech Republic; [Gheibi, Mohammad] Assoc Talent Liberty Technol TULTECH, EE-10615 Tallinn, Estonia; [Smith, Neale R.] Tecnol Monterrey, Escuela Ingn & Ciencias, Monterrey, Mexico; [Hajiaghaei-Keshteli, Mostafa] Tecnol Monterrey, Escuela Ingn & Ciencias, Puebla, Mexico; [Behzadian, Kourosh] Univ West London, Sch Comp & Engn, London W5 5RF, England; [Behzadian, Kourosh] UCL, Civil Environm & Geomat Engn, Gower St, London WC1E 6BT, England",Tecnologico de Monterrey; Technical University Liberec; Tecnologico de Monterrey; Tecnologico de Monterrey; University of West London; University of London; University College London,"Behzadian, K (corresponding author), Univ West London, Sch Comp & Engn, London W5 5RF, England.;Behzadian, K (corresponding author), UCL, Civil Environm & Geomat Engn, Gower St, London WC1E 6BT, England.",kourosh.behzadian@uwl.ac.uk,,,,,,,,2,2,,,,,,,,,,,SEP 1,2023,291,,,,,,,,117264,10.1016/j.enconman.2023.117264,http://dx.doi.org/10.1016/j.enconman.2023.117264,,JUN 2023,,Thermodynamics; Energy & Fuels; Mechanics,,,,,,,,2024-01-16,WOS:001029015700001,View Full Record in Web of Science
J,"Bera, M; Nag, PK",,,,"Bera, Mahadev; Nag, Pranab Kumar",,,Bioclimatic Design of Low-Cost Rural Dwellings,FRONTIERS IN BUILT ENVIRONMENT,,,,Article,,,,,,rural and semi-urban housing; low-cost dwellings; bioclimatic design; hot and humid climate; building characteristics; passive design,PASSIVE STRATEGIES; THERMAL COMFORT; ANALYSIS TOOL; CLIMATE; HOT,"Bioclimatic design is a crucial strategy to achieving the eco-friendliness, human-friendliness, and energy-friendliness of the built environment. The building patterns, materials, innovation, and use depend on the inhabitant's choices, lifestyle, and economic viability. The study focused on examining bioclimatic components of low-cost dwellings in rural coastal environments in eastern India. A survey questionnaire administered to about 1,300 respondents from 15 villages (classified as remote rural, rural, and semi-urban) yielded their perception of different dwelling environment issues. The statistical analysis of bioclimatic dimensions indicated a significant difference among the dwellings. The low-cost mud houses of the remote rural and rural areas in coastal regions often follow local practices. Besides, different dimensions covered in the survey provided insights for the comparative evaluation of different categories of dwelling units. Principal component analysis (PCA) identified the clusters and component structures of the built environment characteristics provided from the response of the villagers as their perception of the dwellings. PCA yielded three components-1) interior design (PC1, building form, partitioning of rooms, type and materials of the wall, roof and window), 2) innovation of the built environment (PC2, building envelope, insulation, and sanitation facilities), and 3) natural ventilation priority (PC3, window design, window opening, and glaze material), which together explained 69% of the total variance. The psychrometric chart provided in identifies passive design strategies in constructing dwellings to improve residents' yearly total thermal comfort hours in hot and humid regions. The relative contributions to thermal comfort hours are sun shading of windows (25.5%), a passive solar direct gain high mass (6.2%), a passive solar direct gain low mass (0.4%), and a high thermal mass, including night flush (4.3%), direct and two-stage evaporative cooling (4.3%), and natural ventilation and fan-forced ventilation cooling (2.2%).","[Bera, Mahadev; Nag, Pranab Kumar] Ramakrishna Mission Vivekananda Educ & Res Inst, IRDM Fac Ctr, Sch Environm & Disaster Management, Kolkata, India",,"Bera, M (corresponding author), Ramakrishna Mission Vivekananda Educ & Res Inst, IRDM Fac Ctr, Sch Environm & Disaster Management, Kolkata, India.",beramahadev1990@gmail.com,,,,,,,,0,0,,,,,,,,,,,JUN 27,2022,8,,,,,,,,773108,10.3389/fbuil.2022.773108,http://dx.doi.org/10.3389/fbuil.2022.773108,,,,"Construction & Building Technology; Engineering, Civil",,,,,,,,2024-01-16,WOS:000828159200001,View Full Record in Web of Science
J,"Sendrayaperumal, A; Mahapatra, S; Parida, SS; Surana, K; Balamurugan, P; Natrayan, L; Paramasivam, P",,,,"Sendrayaperumal, Angalaeswari; Mahapatra, Somyak; Parida, Sabuja Sanket; Surana, Komal; Balamurugan, Parandhaman; Natrayan, L.; Paramasivam, Prabhu",,,Energy Auditing for Efficient Planning and Implementation in Commercial and Residential Buildings,ADVANCES IN CIVIL ENGINEERING,,,,Article,,,,,,,CONSERVATION,"The ideology of ensuring energy-efficient design and construction of buildings by providing minimum requirements is the core objective of this work. Energy audit was conducted to improve the design of the building with incremental requirements to further enhance the energy efficiency. The Energy Conservation Building Code (ECBC) has been modified extensively over the years, starting from its initial deployment in the year 2011 to its latest modifications in the year 2019. The energy conservation standards in ECBC apply to building envelope, heating ventilation, air conditioning, lighting, service water heating, and electric power distribution. It should also be ensured that all-electric systems, transformers, energy-efficient motors, and diesel generators must meet the regulated set of mandatory requirements. From among the various software types that have been approved for ECBC design and application, this study has employed Energy Plus software to simulate the design based on the given input and the selected location. The location that has been chosen for this study was Bhubaneshwar, India. All necessary details ranging from latitude, longitude, weather, time zone, elevation, building area, lighting, heating, cooling, and much more have been covered in the simulation. Utilizing ECBC regulated standards for an energy-efficient building design has resulted in an increase in the energy savings by 27.4%, and thus, the building qualifies to be regarded as an ECBC compliant building.","[Sendrayaperumal, Angalaeswari; Mahapatra, Somyak; Parida, Sabuja Sanket; Surana, Komal] Vellore Inst Technol, Sch Elect Engn, Chennai 600127, Tamil Nadu, India; [Balamurugan, Parandhaman] Vellore Inst Technol, eVITRC, Chennai 600127, Tamil Nadu, India; [Natrayan, L.] SIMATS, Saveetha Sch Engn, Dept Mech Engn, Chennai 602105, Tamil Nadu, India; [Paramasivam, Prabhu] Mettu Univ, Coll Engn & Technol, Dept Mech Engn, Mettu 318, Ethiopia",Vellore Institute of Technology (VIT); VIT Chennai; Vellore Institute of Technology (VIT); VIT Chennai; Saveetha Institute of Medical & Technical Science; Saveetha School of Engineering,"Sendrayaperumal, A (corresponding author), Vellore Inst Technol, Sch Elect Engn, Chennai 600127, Tamil Nadu, India.;Natrayan, L (corresponding author), SIMATS, Saveetha Sch Engn, Dept Mech Engn, Chennai 602105, Tamil Nadu, India.;Paramasivam, P (corresponding author), Mettu Univ, Coll Engn & Technol, Dept Mech Engn, Mettu 318, Ethiopia.",angalaeswari.s@vit.ac.in; natrayanphd@gmail.com; prabhuparamasivam21@gmail.com,,,,,,,,14,14,,,,,,,,,,,SEP 15,2021,2021,,,,,,,,1908568,10.1155/2021/1908568,http://dx.doi.org/10.1155/2021/1908568,,,,"Construction & Building Technology; Engineering, Civil",,,,,,,,2024-01-16,WOS:000700358700002,View Full Record in Web of Science
J,"Li, XJ; Zhang, CR; Li, WD",,,,"Li, Xiaojiang; Zhang, Chuanrong; Li, Weidong",,,Building block level urban land-use information retrieval based on Google Street View images,GISCIENCE & REMOTE SENSING,,,,Article,,,,,,GSV (Google Street View); machine learning; image features; urban land-use mapping,USE CHANGE MODEL; CLASSIFICATION; SEGMENTATION; POPULATION; FEATURES; SCENE,"Land-use maps are important references for urban planning and urban studies. Given the heterogeneity of urban land-use types, it is difficult to differentiate different land-use types based on overhead remotely sensed data. Google Street View (GSV) images, which capture the facades of building blocks along streets, could be better used to judge the land-use types of different building blocks based on their facade appearances. Recently developed scene classification algorithms in computer vision community make it possible to categorize different photos semantically based on various image feature descriptors and machine-learning algorithms. Therefore, in this study, we proposed a method to derive detailed land-use information at building block level based on scene classification algorithms and GSV images. Three image feature descriptors (i.e., scale-invariant feature transform-Fisher, histogram of oriented gradients, GIST) were used to represent GSV images of different buildings. Existing land-use maps were used to create training datasets to train support vector machine (SVM) classifiers for categorizing GSV images. The trained SVM classifiers were then applied to case study areas in New York City, Boston, and Houston, to predict the land-use information at building block level. Accuracy assessment results show that the proposed method is suitable for differentiating residential buildings and nonresidential buildings with an accuracy of 85% or so. Since the GSV images are publicly accessible, this proposed method would provide a new way for building block level land-use mapping in future.","[Li, Xiaojiang] MIT, Senseable City Lab, 77 Massachusetts Ave, Cambridge, MA 02139 USA; [Zhang, Chuanrong; Li, Weidong] Univ Connecticut, Dept Geog, Storrs, CT 06269 USA",Massachusetts Institute of Technology (MIT); University of Connecticut,"Li, XJ (corresponding author), MIT, Senseable City Lab, 77 Massachusetts Ave, Cambridge, MA 02139 USA.;Zhang, CR (corresponding author), Univ Connecticut, Dept Geog, Storrs, CT 06269 USA.",xiaojian@mit.edu,,,,,,,,61,72,,,,,,,,,,,,2017,54,6,,,,,819,835,,10.1080/15481603.2017.1338389,http://dx.doi.org/10.1080/15481603.2017.1338389,,,,"Geography, Physical; Remote Sensing",,,,,,,,2024-01-16,WOS:000416534800003,View Full Record in Web of Science
C,"Kutrzynski, M; Zak, B; Telec, Z; Trawinski, B",,"Nguyen, NT; Iliadis, L; Maglogiannis, I; Trawinski, B",,"Kutrzynski, Marcin; Zak, Bartosz; Telec, Zbigniew; Trawinski, Bogdan",,,Deep Learning Models for Architectural Facade Detection in Spherical Images,COMPUTATIONAL COLLECTIVE INTELLIGENCE (ICCCI 2021),Lecture Notes in Artificial Intelligence,,,Proceedings Paper,13th International Conference on Computational Collective Intelligence (ICCCI),"SEP 29-OCT 01, 2021","Democritus Univ Thrace, Rhodes, GREECE",,Democritus Univ Thrace,Deep learning; Facade segmentation; Object detection; Spherical images; Region-based convolutional neural networks,,"Maintaining a public register by extracting urban objects from photos taken in the city is one of the most important tasks for municipal services. It is of great importance in the field of protection and shaping of the cultural landscape, protection of monuments, and registration of the urban tissue development. The current state of the art shows that deep learning models (DL models) can cope with the problem of extracting urban objects with the same or better performance than non-DL models, and can process video and photos automatically. This paper compares the three main DL models for facade instance detection and facade segmentation: Mask R-CNN, YOLACT, and Mask-Scoring R-CNN. The training and validation datasets used for transfer learning were created on the basis of spherical photos taken in an artificially generated virtual city. The test dataset, on the other hand, included spherical facade photos taken in a real city. The comparative analysis of the DL models was performed using parametric and nonparametric statistical tests for pairwise and multiple comparisons.","[Kutrzynski, Marcin; Zak, Bartosz; Telec, Zbigniew; Trawinski, Bogdan] Wroclaw Univ Sci & Technol, Dept Appl Informat, Wroclaw, Poland",Wroclaw University of Science & Technology,"Trawinski, B (corresponding author), Wroclaw Univ Sci & Technol, Dept Appl Informat, Wroclaw, Poland.",marcin.kutrzynski@pwr.edu.pl; zbigniew.telec@pwr.edu.pl; bogdan.trawinski@pwr.edu.pl,,,,,,,,0,0,,,,,,,,,,,,2021,12876,,,,,,536,548,,10.1007/978-3-030-88081-1_40,http://dx.doi.org/10.1007/978-3-030-88081-1_40,,,,"Computer Science, Artificial Intelligence",,,,,,,,2024-01-16,WOS:000866521400040,View Full Record in Web of Science
J,"Bortoloti, FD; Tavares, J; Rauber, TW; Ciarelli, PM; Botelho, RCG",,,,"Bortoloti, Frederico Damasceno; Tavares, Jonivane; Rauber, Thomas Walter; Ciarelli, Patrick Marques; Gama Botelho, Rayane Cardozo",,,"An annotated image database of building facades categorized into land uses for object detection using deep learning Case study for the city of Vila Velha-ES, Brazil",MACHINE VISION AND APPLICATIONS,,,,Article,,,,,,Object detection; Deep learning; Semi-supervised learning; Faster R-CNN,NEURAL-NETWORK; COVER; CLASSIFICATION; MACHINE; GIS,"This article presents a machine learning approach to automatic land use categorization based on a convolutional artificial neural network architecture. It is intended to support the detection and classification of building facades in order to associate each building with its respective land use. Replacing the time-consuming manual acquisition of images in the field and subsequent interpretation of the data with computer-aided techniques facilitates the creation of useful maps for urban planning. A specific future objective of this study is to monitor the commercial evolution in the city of Vila Velha, Brazil. The initial step is object detection based on a deep network architecture called Faster R-CNN. The model is trained on a collection of street-level photographs of buildings of desired land uses, from a database of annotated images of building facades. Images are extracted from Google Street View scenes. Furthermore, in order to save manual annotation time, a semi-supervised dual pipeline method is proposed that uses a pre-trained predictor model from the Places365 database to learn unannotated images. Several backbones were connected to the Faster R-CNN architecture for comparisons. The experimental results with the VGG backbone show an improvement over published works, with an average accuracy of 86.49%.","[Bortoloti, Frederico Damasceno; Tavares, Jonivane; Rauber, Thomas Walter; Ciarelli, Patrick Marques; Gama Botelho, Rayane Cardozo] Univ Fed Espirito Santo, Vitoria, ES, Brazil",Universidade Federal do Espirito Santo,"Bortoloti, FD (corresponding author), Univ Fed Espirito Santo, Vitoria, ES, Brazil.",frederico.bortoloti@ufes.br; jmgtavares@gmail.com; thomas@inf.ufes.br; patrick.ciarelli@ufes.br; rayane.botelho@edu.ufes.br,,,,,,,,2,2,,,,,,,,,,,SEP,2022,33,5,,,,,,,80,10.1007/s00138-022-01335-5,http://dx.doi.org/10.1007/s00138-022-01335-5,,,,"Computer Science, Artificial Intelligence; Computer Science, Cybernetics; Engineering, Electrical & Electronic",,,,,,,,2024-01-16,WOS:000846404600001,View Full Record in Web of Science
C,"Baasch, G; Wicikowski, A; Faure, G; Evins, R",,"Zhang, M",,"Baasch, Gaby; Wicikowski, Adam; Faure, Gaelle; Evins, Ralph",,,Comparing Gray Box Methods to Derive Building Properties from Smart Thermostat Data,"BUILDSYS'19: PROCEEDINGS OF THE 6TH ACM INTERNATIONAL CONFERENCE ON SYSTEMS FOR ENERGY-EFFICIENT BUILDINGS, CITIES, AND TRANSPORTATION",,,,Proceedings Paper,"6th ACM International Conference on Systems for Energy-Efficient Buildings, Cities, and Transportation (BuildSys)","NOV 13-14, 2019","Columbia Univ, New York, NY",,Columbia Univ,Buildings; thermal characteristics; smart thermostats; gray box models,THERMAL-RESISTANCE,"The development of quantitative techniques for determining the amount of heat lost through the building envelope is essential for targeted retrofits. This type of evaluation is traditionally a resource intensive process that involves onsite appraisal and in-situ measurements. In order to build more efficient and scalable methods for retrofit analysis, new sources of data could be used. Smart thermostat data, for example, provide a valuable resource, however they often lack detailed information about the building characteristics and energy loads. This paper presents and compares three methods for assessing heating characteristics of households using a dataset that does not contain heating power. The three methods are based on: (1) balance point plots, (2) the extraction of indoor temperature decay curves, and (3) the classic differential equation for indoor temperature. These methods all take a gray box approach in which physics-based and machine learning models are combined. The dataset used for this study consists of over 4,000 houses in Ontario and New York. The three methods are applied to each building and the resulting data is analyzed to determine whether the results are statistically sound. It is found that there is a positive linear correlation between characteristics derived for each method, although there is uncertainty about absolute values. This result indicates that the methods can be used to ascertain relative values for the thermal characteristics of a building. The methods suggested in this paper may therefore be used to filter heating profiles to target potential retrofit measures or other stock-level decisions.","[Baasch, Gaby; Wicikowski, Adam; Faure, Gaelle; Evins, Ralph] Univ Victoria, Victoria, BC, Canada",University of Victoria,"Baasch, G (corresponding author), Univ Victoria, Victoria, BC, Canada.",gbaasch@uvic.ca; miwic@uvic.ca; gfaure@uvic.ca; revins@uvic.ca,,,,,,,,12,13,,,,,,,,,,,,2019,,,,,,,223,232,,10.1145/3360322.3360836,http://dx.doi.org/10.1145/3360322.3360836,,,,"Computer Science, Theory & Methods; Construction & Building Technology; Green & Sustainable Science & Technology; Engineering, Electrical & Electronic; Transportation Science & Technology",,,,,,,,2024-01-16,WOS:000557872600029,View Full Record in Web of Science
J,"Paturkar, V; Yadav, R; Kala, R",,,,"Paturkar, Varun; Yadav, Rohit; Kala, Rahul",,,Sequential visual place recognition using semantically-enhanced features,MULTIMEDIA TOOLS AND APPLICATIONS,,,,Article; Early Access,,,,,,Visual place recognition; Semantics; SLAM,,"The problem of visual place recognition enables a vehicle to identify the place that it is currently at; that can be used to localize the vehicle through loop closures when the traditional SLAM algorithms fail due to low resolution of the sensors or extreme lightning conditions. We assume that the vehicle's route is filled with sequential places that the vehicle sees in the same order as it travels a pre-defined route. We handle three distinct challenges for this problem. First, since most places have a very small distinctiveness, we make the feature extraction algorithm conscious of the strong features like building facades and signboards. Second, there may be several dynamic entities that disallow reliable place recognition, and therefore we learn the model so as to eliminate the dynamic objects. Third, to minimize mis-classifications due to the non-distinctiveness of several places, we restrict the model to output smooth trajectories to minimize mis-classifications, attacking the sequential nature of the visual place recognition problem. The test domain may be somewhat different from the domain in which the place dataset is made, and we, therefore, use transfer learning to extract similar features. Experimental results show improved performance as compared to several state-of-the-art approaches.","[Paturkar, Varun; Yadav, Rohit] Navajna Technol Pvt Ltd, Karan Arcade,Patrika Nagar,HITEC City, Hyderabad 500081, Telangana, India; [Yadav, Rohit; Kala, Rahul] Indian Inst Informat Technol Allahabad, Ctr Intelligent Robot, Prayagraj 211012, Uttar Pradesh, India",Indian Institute of Information Technology Allahabad,"Yadav, R (corresponding author), Navajna Technol Pvt Ltd, Karan Arcade,Patrika Nagar,HITEC City, Hyderabad 500081, Telangana, India.;Yadav, R (corresponding author), Indian Inst Informat Technol Allahabad, Ctr Intelligent Robot, Prayagraj 211012, Uttar Pradesh, India.",paturkarvarun@gmail.com; rsi2019001@iiita.ac.in; rkala@iiita.ac.in,,,,,,,,0,0,,,,,,,,,,,2023 NOV 6,2023,,,,,,,,,,10.1007/s11042-023-17404-4,http://dx.doi.org/10.1007/s11042-023-17404-4,,NOV 2023,,"Computer Science, Information Systems; Computer Science, Software Engineering; Computer Science, Theory & Methods; Engineering, Electrical & Electronic",,,,,,,,2024-01-16,WOS:001099271500015,View Full Record in Web of Science
J,"Tian, ZC; Shi, X; Hong, SM",,,,"Tian, Zhichao; Shi, Xing; Hong, Sung-Min",,,Exploring data-driven building energy-efficient design of envelopes based on their quantified impacts,JOURNAL OF BUILDING ENGINEERING,,,,Article,,,,,,Building envelopes; Data-driven; Energy-efficient design,RESIDENTIAL ELECTRICITY CONSUMPTION; PERFORMANCE GAPS; OFFICE BUILDINGS; KEY VARIABLES; OPTIMIZATION; SIMULATION; INSULATION; FEATURES; SYSTEMS; SUMMER,"Building performance design plays a key role in reducing the energy consumption of buildings. However, the widely used simulation-based design is facing several challenges, such as the labor-intensive modeling process and the performance gaps between design stage estimations and operational energy use. For these reasons, artificial intelligent methods are expected by designers to improve the efficiency and reliability of building energy-efficient design. To date, there has not been a practical data-driven design method of envelopes. This study aimed at exploring data-driven building energy-efficient design of envelopes based on their quantified impacts. A feature selection method and a game-theoretic method were applied to quantify the impacts of envelopes on space heating and cooling energy, which were performed on two building datasets, one of which is from the U.S. and the other from China. Random forest classifiers were developed to conduct the study. Based on discovered energy patterns and quantified impacts of envelopes on energy consumption, a rectified linear design method of envelopes was proposed with the idea of improving the performance of high-impact envelopes. Besides, a validation study was conducted on two office buildings in the hot-summer cold-winter region. To design the envelopes of a building, the data-driven analysis was driven by its similar buildings other than the whole dataset. Moreover, a detailed energy simulation was conducted to evaluate the energy performance of different design solutions. The results showed that compared with baseline design solutions, new strategies could save 1.05%-21.2% energy for space heating and cooling for these two case buildings. The proposed method is a general building envelope design approach and allows designers to easily find an energy-efficient configuration of envelopes. This study demonstrated the feasibility and effectiveness of the data-driven energy-efficient design of building envelopes.","[Tian, Zhichao; Shi, Xing] Tongji Univ, Coll Architecture & Urban Planning, Shanghai, Peoples R China; [Tian, Zhichao; Shi, Xing] Tongji Univ, Minist Educ, Key Lab Ecol & Energy Saving Study Dense Habitat, Shanghai, Peoples R China; [Hong, Sung-Min] UCL, Inst Environm Design & Engn, London, England",Tongji University; Tongji University; University of London; University College London,"Shi, X (corresponding author), Tongji Univ, Minist Educ, Key Lab Ecol & Energy Saving Study Dense Habitat, Shanghai, Peoples R China.",20101@tongji.edu.cn,,,,,,,,17,17,,,,,,,,,,,OCT,2021,42,,,,,,,,103018,10.1016/j.jobe.2021.103018,http://dx.doi.org/10.1016/j.jobe.2021.103018,,AUG 2021,,"Construction & Building Technology; Engineering, Civil",,,,,,,,2024-01-16,WOS:000689231800004,View Full Record in Web of Science
